parcel_id,fk_order_id,№ in order,parcel_status,parcel_created_date,qt_in_parcel,coil_name,parcel_name
2803,BIL248961564,19,0,2024-08-22,1500.0,,
2804,BIL248961564,20,0,2024-08-22,0.0,,
2805,BIL248961562,1,0,2024-08-08,1500.0,,
2806,BIL248961562,2,0,2024-08-08,1500.0,,
2807,BIL248961562,3,0,2024-08-08,1500.0,,
2808,BIL248961562,4,0,2024-08-08,1500.0,,
2809,BIL248961562,5,0,2024-08-09,1500.0,,
2810,BIL248961562,6,0,2024-08-09,1500.0,,
2811,BIL248961562,7,0,2024-08-10,1500.0,,
2812,BIL248961562,8,0,2024-08-10,1500.0,,
2813,BIL248961562,9,0,2024-08-11,1500.0,,
2814,BIL248961562,10,0,2024-08-12,1500.0,,
2815,BIL248961562,11,0,2024-08-14,1500.0,,
2816,BIL248961562,12,0,2024-08-15,1500.0,,
2817,BIL248961562,13,0,2024-08-15,1500.0,,
2818,BIL248961562,14,0,2024-08-15,1500.0,,
2819,BIL248961562,15,0,2024-08-17,1500.0,,
2820,BIL248961562,16,0,2024-08-18,1500.0,,
2821,BIL248961562,17,0,2024-08-19,1000.0,,
2822,BIL248601363,1,0,2024-08-05,1500.0,,
2823,BIL248601363,2,0,2024-08-07,1500.0,,
2824,BIL248601363,3,0,2024-08-08,1500.0,,
2825,BIL248601363,4,0,2024-08-08,1500.0,,
2826,BIL248601363,5,0,2024-08-08,1500.0,,
2827,BIL248601363,6,0,2024-08-08,1500.0,,
2828,BIL248601363,7,0,2024-08-08,1500.0,,
2829,BIL248601363,8,0,2024-08-09,1500.0,,
2830,BIL248601363,9,0,2024-08-11,1500.0,,
2831,BIL248601363,10,0,2024-08-14,1500.0,,
2832,BIL248601363,11,0,2024-08-14,1500.0,,
2833,BIL248601363,12,0,2024-08-16,1500.0,,
2834,BIL248601363,13,0,2024-08-18,1500.0,,
2835,BIL248601363,14,0,2024-08-19,1500.0,,
2836,BIL248601363,15,0,2024-08-20,1500.0,,
2837,BIL248601363,16,0,2024-08-21,1500.0,,
2838,BIL248601363,17,0,2024-08-23,1500.0,,
2839,BIL248601363,18,0,2024-08-24,0.0,,
2840,VIL240621361,1,0,2024-08-05,1500.0,,
2841,VIL240621361,2,0,2024-08-07,1500.0,,
2842,VIL240621361,3,0,2024-08-07,1500.0,,
2843,VIL240621361,4,0,2024-08-08,1500.0,,
2844,VIL240621361,5,0,2024-08-08,1500.0,,
2845,VIL240621361,6,0,2024-08-09,1500.0,,
2846,VIL240621361,7,0,2024-08-11,1500.0,,
2847,VIL240621361,8,0,2024-08-12,1500.0,,
2848,VIL240621361,9,0,2024-08-13,1500.0,,
2849,VIL240621361,10,0,2024-08-13,1500.0,,
2850,VIL240621361,11,0,2024-08-14,1500.0,,
2851,VIL240621361,12,0,2024-08-14,500.0,,
2852,BUF249751360,1,0,2024-08-05,1500.0,,
2853,BUF249751360,2,0,2024-08-06,1500.0,,
2854,BUF249751360,3,0,2024-08-08,1500.0,,
2855,BUF249751360,4,0,2024-08-08,1500.0,,
2856,BUF249751360,5,0,2024-08-09,1500.0,,
2857,BUF249751360,6,0,2024-08-09,1500.0,,
2858,BUF249751360,7,0,2024-08-10,1500.0,,
2859,BUF249751360,8,0,2024-08-10,1500.0,,
2860,BUF249751360,9,0,2024-08-10,1500.0,,
2861,BUF249751360,10,0,2024-08-10,0.0,,
2862,BIL240991359,1,0,2024-08-05,1400.0,,
2863,BIL248601362,1,0,2024-08-05,1500.0,,
2864,BIL248601362,2,0,2024-08-07,1500.0,,
2865,BIL248601362,3,0,2024-08-07,1500.0,,
2866,BIL248601362,4,0,2024-08-10,1500.0,,
2867,BIL248601362,5,0,2024-08-11,1500.0,,
2868,BIL248601362,6,0,2024-08-11,1500.0,,
2869,BIL248601362,7,0,2024-08-13,1500.0,,
2870,BIL248601362,8,0,2024-08-16,1500.0,,
2871,BIL248601362,9,0,2024-08-18,1500.0,,
2872,BIL248601362,10,0,2024-08-19,1500.0,,
2873,BIL248601362,11,0,2024-08-20,1500.0,,
2874,BIL248601362,12,0,2024-08-22,1500.0,,
2875,BIL248601362,13,0,2024-08-24,1500.0,,
2876,BIL248601362,14,0,2024-08-24,1500.0,,
2877,BIL248601362,15,0,2024-08-25,1500.0,,
2878,BIL248601362,16,0,2024-08-27,1500.0,,
2879,BIL248601362,17,0,2024-08-30,1500.0,,
2880,BIL248601362,18,0,2024-09-02,1500.0,,
2881,BIL248601362,19,0,2024-09-04,1500.0,,
2882,BIL248601362,20,0,2024-09-04,0.0,,
2883,BUF249131279,1,0,2024-08-04,1500.0,,
2884,BUF249131279,2,0,2024-08-04,1500.0,,
2885,BUF249131279,3,0,2024-08-05,1500.0,,
2886,BUF249131279,4,0,2024-08-05,1500.0,,
2887,BUF249131279,5,0,2024-08-05,1500.0,,
2888,BUF249131279,6,0,2024-08-05,1500.0,,
2889,BUF249131279,7,0,2024-08-05,1500.0,,
2890,BUF249131279,8,0,2024-08-05,1500.0,,
2891,BUF249131279,9,0,2024-08-05,1500.0,,
2892,BUF249131279,10,0,2024-08-05,1500.0,,
2893,BUF249131279,11,0,2024-08-05,1500.0,,
2894,BUF249131279,12,0,2024-08-06,1500.0,,
2895,BUF249131279,13,0,2024-08-06,1500.0,,
2896,BUF249131279,14,0,2024-08-07,1500.0,,
2897,BUF249131279,15,0,2024-08-07,1500.0,,
2898,BUF249131279,16,0,2024-08-07,1500.0,,
2899,BUF249131279,17,0,2024-08-07,1000.0,,
2900,BIL248961278,1,0,2024-08-04,1500.0,,
2901,BIL248961278,2,0,2024-08-04,1500.0,,
2902,BIL248961278,3,0,2024-08-06,1500.0,,
2903,BIL248961278,4,0,2024-08-07,1500.0,,
2904,BIL248961278,5,0,2024-08-08,1500.0,,
2905,BIL248961278,6,0,2024-08-08,1500.0,,
2906,BIL248961278,7,0,2024-08-09,1500.0,,
2907,BIL248961278,8,0,2024-08-10,1500.0,,
2908,BIL248961278,9,0,2024-08-10,1500.0,,
2909,BIL248961278,10,0,2024-08-10,1500.0,,
2910,BIL248961278,11,0,2024-08-13,1500.0,,
2911,BIL248961278,12,0,2024-08-14,1500.0,,
2912,BIL248961278,13,0,2024-08-14,1500.0,,
2913,BIL248961278,14,0,2024-08-14,1500.0,,
2914,BIL248961278,15,0,2024-08-15,1500.0,,
2915,BIL248961278,16,0,2024-08-15,1500.0,,
2916,BIL248961278,17,0,2024-08-17,1500.0,,
2917,BIL248961278,18,0,2024-08-18,1500.0,,
2918,BIL248961278,19,0,2024-08-18,1500.0,,
2919,BIL248961278,20,0,2024-08-19,0.0,,
2920,BUF249751281,1,0,2024-08-04,1500.0,,
2921,BUF249751281,2,0,2024-08-04,1500.0,,
2922,BUF249751281,3,0,2024-08-05,1500.0,,
2923,BUF249751281,4,0,2024-08-07,1500.0,,
2924,BUF249751281,5,0,2024-08-07,1500.0,,
2925,BUF249751281,6,0,2024-08-07,1500.0,,
2926,BUF249751281,7,0,2024-08-08,1500.0,,
2927,BUF249751281,8,0,2024-08-08,1500.0,,
2928,BUF249751281,9,0,2024-08-08,1500.0,,
2929,BUF249751281,10,0,2024-08-09,1500.0,,
2930,BUF249751281,11,0,2024-08-09,1500.0,,
2931,BUF249751281,12,0,2024-08-11,1500.0,,
2932,BUF249751281,13,0,2024-08-11,1500.0,,
2933,BUF249751281,14,0,2024-08-12,500.0,,
2934,VIL249541280,1,0,2024-08-04,1500.0,,
2935,VIL249541280,2,0,2024-08-04,1500.0,,
2936,VIL249541280,3,0,2024-08-06,1500.0,,
2937,VIL249541280,4,0,2024-08-07,1500.0,,
2938,VIL249541280,5,0,2024-08-07,1500.0,,
2939,VIL249541280,6,0,2024-08-07,1500.0,,
2940,VIL249541280,7,0,2024-08-08,1500.0,,
2941,VIL249541280,8,0,2024-08-10,1500.0,,
2942,VIL249541280,9,0,2024-08-12,1500.0,,
2943,VIL249541280,10,0,2024-08-14,1500.0,,
2944,VIL249541280,11,0,2024-08-16,1500.0,,
2945,VIL249541280,12,0,2024-08-16,1500.0,,
2946,VIL249541280,13,0,2024-08-16,1500.0,,
2947,VIL249541280,14,0,2024-08-16,1500.0,,
2948,VIL249541280,15,0,2024-08-16,1500.0,,
2949,VIL249541280,16,0,2024-08-17,1500.0,,
2950,VIL249541280,17,0,2024-08-17,1000.0,,
2951,DEV240701283,1,0,2024-08-04,1500.0,,
2952,DEV240701283,2,0,2024-08-06,1500.0,,
2953,DEV240701283,3,0,2024-08-07,1500.0,,
2954,DEV240701283,4,0,2024-08-10,1500.0,,
2955,DEV240701283,5,0,2024-08-13,1500.0,,
2956,DEV240701283,6,0,2024-08-13,1500.0,,
2957,DEV240701283,7,0,2024-08-15,1500.0,,
2958,DEV240701283,8,0,2024-08-17,1500.0,,
2959,DEV240701283,9,0,2024-08-19,1500.0,,
2960,DEV240701283,10,0,2024-08-19,1500.0,,
2961,DEV240701283,11,0,2024-08-21,1500.0,,
2962,DEV240701283,12,0,2024-08-21,1500.0,,
2963,DEV240701283,13,0,2024-08-21,1500.0,,
2964,DEV240701283,14,0,2024-08-21,500.0,,
2965,DEV240701284,1,0,2024-08-04,1500.0,,
2966,DEV240701284,2,0,2024-08-04,1500.0,,
2967,DEV240701284,3,0,2024-08-06,1500.0,,
2968,DEV240701284,4,0,2024-08-06,1500.0,,
2969,DEV240701284,5,0,2024-08-07,1500.0,,
2970,DEV240701284,6,0,2024-08-07,1500.0,,
2971,DEV240701284,7,0,2024-08-07,1500.0,,
2972,DEV240701284,8,0,2024-08-08,1500.0,,
2973,DEV240701284,9,0,2024-08-08,1500.0,,
2974,DEV240701284,10,0,2024-08-10,0.0,,
2975,BIL249221285,1,0,2024-08-04,1500.0,,
2976,BIL249221285,2,0,2024-08-04,1500.0,,
2977,BIL249221285,3,0,2024-08-06,1500.0,,
2978,BIL249221285,4,0,2024-08-07,1500.0,,
2979,BIL249221285,5,0,2024-08-09,1500.0,,
2980,BIL249221285,6,0,2024-08-09,0.0,,
2981,BUF249751156,1,0,2024-08-02,1500.0,,
2982,BUF249751156,2,0,2024-08-04,1500.0,,
2983,BUF249751156,3,0,2024-08-04,1500.0,,
2984,BUF249751156,4,0,2024-08-06,1500.0,,
2985,BUF249751156,5,0,2024-08-06,1500.0,,
2986,BUF249751156,6,0,2024-08-06,1500.0,,
2987,BUF249751156,7,0,2024-08-06,1000.0,,
2988,BUF249421157,1,0,2024-08-02,1700.0,,
2989,BUF249421157,2,0,2024-08-03,1700.0,,
2990,BUF249421157,3,0,2024-08-04,1700.0,,
2991,BUF249421157,4,0,2024-08-04,1700.0,,
2992,BUF249421157,5,0,2024-08-05,1700.0,,
2993,BUF249421157,6,0,2024-08-05,1700.0,,
2994,BUF249421157,7,0,2024-08-05,1700.0,,
2995,BUF249421157,8,0,2024-08-05,1700.0,,
2996,BUF249421157,9,0,2024-08-05,1700.0,,
2997,BUF249421157,10,0,2024-08-06,1700.0,,
2998,BUF249421157,11,0,2024-08-06,1000.0,,
2999,BIL249081158,1,0,2024-08-02,1100.0,,
3000,BIL249081158,2,0,2024-08-02,1100.0,,
3001,BIL249081158,3,0,2024-08-04,1100.0,,
3002,BIL249081158,4,0,2024-08-05,1100.0,,
3003,BIL249081158,5,0,2024-08-05,1100.0,,
3004,BIL249081158,6,0,2024-08-05,1100.0,,
3005,BIL249081158,7,0,2024-08-07,1100.0,,
3006,BIL249081158,8,0,2024-08-07,1100.0,,
3007,BIL249081158,9,0,2024-08-07,1100.0,,
3008,BIL249081158,10,0,2024-08-08,1100.0,,
3009,BIL249081158,11,0,2024-08-08,1000.0,,
3010,BIL248961548,1,0,2024-07-31,1500.0,,
3011,BIL248961548,2,0,2024-08-01,1500.0,,
3012,BIL248961548,3,0,2024-08-01,1500.0,,
3013,BIL248961548,4,0,2024-08-01,1500.0,,
3014,BIL248961548,5,0,2024-08-01,1500.0,,
3015,BIL248961548,6,0,2024-08-01,1500.0,,
3016,BIL248961548,7,0,2024-08-03,1500.0,,
3017,BIL248961548,8,0,2024-08-04,1500.0,,
3018,BIL248961548,9,0,2024-08-04,1500.0,,
3019,BIL248961548,10,0,2024-08-06,1500.0,,
3020,BIL248961548,11,0,2024-08-06,1500.0,,
3021,BIL248961548,12,0,2024-08-08,1500.0,,
3022,BIL248961548,13,0,2024-08-08,1500.0,,
3023,BIL248961548,14,0,2024-08-08,1500.0,,
3024,BIL248961548,15,0,2024-08-08,1500.0,,
3025,BIL248961548,16,0,2024-08-08,1500.0,,
3026,BIL248961548,17,0,2024-08-08,1500.0,,
3027,BIL248961548,18,0,2024-08-09,1500.0,,
3028,BIL248961548,19,0,2024-08-09,1500.0,,
3029,BIL248961548,20,0,2024-08-10,0.0,,
3030,BIL248961547,1,0,2024-07-31,1500.0,,
3031,BIL248961547,2,0,2024-07-31,1500.0,,
3032,BIL248961547,3,0,2024-08-01,1500.0,,
3033,BIL248961547,4,0,2024-08-01,1500.0,,
3034,BIL248961547,5,0,2024-08-02,1500.0,,
3035,BIL248961547,6,0,2024-08-03,1500.0,,
3036,BIL248961547,7,0,2024-08-03,1500.0,,
3037,BIL248961547,8,0,2024-08-04,1500.0,,
3038,BIL248961547,9,0,2024-08-05,1500.0,,
3039,BIL248961547,10,0,2024-08-05,1500.0,,
3040,BIL248961547,11,0,2024-08-05,1500.0,,
3041,BIL248961547,12,0,2024-08-08,1500.0,,
3042,BIL248961547,13,0,2024-08-08,1500.0,,
3043,BIL248961547,14,0,2024-08-08,500.0,,
3044,BIL248601546,1,0,2024-07-31,1500.0,,
3045,BIL248601546,2,0,2024-08-01,1500.0,,
3046,BIL248601546,3,0,2024-08-01,1500.0,,
3047,BIL248601546,4,0,2024-08-01,1500.0,,
3048,BIL248601546,5,0,2024-08-01,1500.0,,
3049,BIL248601546,6,0,2024-08-01,1500.0,,
3050,BIL248601546,7,0,2024-08-01,1500.0,,
3051,BIL248601546,8,0,2024-08-02,1500.0,,
3052,BIL248601546,9,0,2024-08-03,1500.0,,
3053,BIL248601546,10,0,2024-08-03,1500.0,,
3054,BIL248601546,11,0,2024-08-03,1500.0,,
3055,BIL248601546,12,0,2024-08-03,1500.0,,
3056,BIL248601546,13,0,2024-08-04,1500.0,,
3057,BIL248601546,14,0,2024-08-04,1500.0,,
3058,BIL248601546,15,0,2024-08-05,1500.0,,
3059,BIL248601546,16,0,2024-08-05,1500.0,,
3060,BIL248601546,17,0,2024-08-05,1500.0,,
3061,BIL248601546,18,0,2024-08-07,1500.0,,
3062,BIL248601546,19,0,2024-08-10,1500.0,,
3063,BIL248601546,20,0,2024-08-10,0.0,,
3064,BUF249421544,1,0,2024-07-30,1700.0,,
3065,BUF249421544,2,0,2024-08-02,1700.0,,
3066,BUF249421544,3,0,2024-08-02,1700.0,,
3067,BUF249421544,4,0,2024-08-02,1700.0,,
3068,BUF249421544,5,0,2024-08-02,200.0,,
3069,BUF249421543,1,0,2024-07-30,1700.0,,
3070,BUF249421543,2,0,2024-08-01,1300.0,,
3071,BIL248211542,1,0,2024-07-30,1600.0,,
3072,BIL248211542,2,0,2024-07-30,1600.0,,
3073,BIL248211542,3,0,2024-08-01,1600.0,,
3074,BIL248211542,4,0,2024-08-02,1600.0,,
3075,BIL248211542,5,0,2024-08-02,1600.0,,
3076,BIL248211542,6,0,2024-08-03,1600.0,,
3077,BIL248211542,7,0,2024-08-03,1600.0,,
3078,BIL248211542,8,0,2024-08-03,1600.0,,
3079,BIL248211542,9,0,2024-08-04,1600.0,,
3080,BIL248211542,10,0,2024-08-05,1600.0,,
3081,BIL248211542,11,0,2024-08-05,1600.0,,
3082,BIL248211542,12,0,2024-08-05,1600.0,,
3083,BIL248211542,13,0,2024-08-05,1600.0,,
3084,BIL248211542,14,0,2024-08-06,1600.0,,
3085,BIL248211542,15,0,2024-08-08,1600.0,,
3086,BIL248211542,16,0,2024-08-08,1600.0,,
3087,BIL248211542,17,0,2024-08-08,1600.0,,
3088,BIL248211542,18,0,2024-08-08,1600.0,,
3089,BIL248211542,19,0,2024-08-08,1200.0,,
3090,ZNO241531545,1,0,2024-07-30,1100.0,,
3091,ZNO241531545,2,0,2024-07-31,1100.0,,
3092,ZNO241531545,3,0,2024-08-02,1100.0,,
3093,ZNO241531545,4,0,2024-08-04,1100.0,,
3094,ZNO241531545,5,0,2024-08-04,1100.0,,
3095,ZNO241531545,6,0,2024-08-04,1100.0,,
3096,ZNO241531545,7,0,2024-08-05,1100.0,,
3097,ZNO241531545,8,0,2024-08-08,1100.0,,
3098,ZNO241531545,9,0,2024-08-08,1100.0,,
3099,ZNO241531545,10,0,2024-08-08,1100.0,,
3100,ZNO241531545,11,0,2024-08-09,1100.0,,
3101,ZNO241531545,12,0,2024-08-09,1100.0,,
3102,ZNO241531545,13,0,2024-08-10,1100.0,,
3103,ZNO241531545,14,0,2024-08-10,1100.0,,
3104,ZNO241531545,15,0,2024-08-10,1100.0,,
3105,ZNO241531545,16,0,2024-08-10,1100.0,,
3106,ZNO241531545,17,0,2024-08-11,400.0,,
3107,BIL248211541,1,0,2024-07-30,1600.0,,
3108,BIL248211541,2,0,2024-07-31,1600.0,,
3109,BIL248211541,3,0,2024-08-01,1600.0,,
3110,BIL248211541,4,0,2024-08-03,1600.0,,
3111,BIL248211541,5,0,2024-08-04,1600.0,,
3112,BIL248211541,6,0,2024-08-05,1600.0,,
3113,BIL248211541,7,0,2024-08-06,1600.0,,
3114,BIL248211541,8,0,2024-08-06,1600.0,,
3115,BIL248211541,9,0,2024-08-07,1600.0,,
3116,BIL248211541,10,0,2024-08-07,1600.0,,
3117,BIL248211541,11,0,2024-08-07,1600.0,,
3118,BIL248211541,12,0,2024-08-07,1600.0,,
3119,BIL248211541,13,0,2024-08-07,1600.0,,
3120,BIL248211541,14,0,2024-08-07,1600.0,,
3121,BIL248211541,15,0,2024-08-08,1600.0,,
3122,BIL248211541,16,0,2024-08-10,1600.0,,
3123,BIL248211541,17,0,2024-08-10,1600.0,,
3124,BIL248211541,18,0,2024-08-11,1600.0,,
3125,BIL248211541,19,0,2024-08-13,1200.0,,
3126,BIL249751537,1,0,2024-07-29,1500.0,,
3127,BIL249751537,2,0,2024-07-29,1500.0,,
3128,BIL249751537,3,0,2024-07-29,1500.0,,
3129,BIL249751537,4,0,2024-07-31,1500.0,,
3130,BIL249751537,5,0,2024-08-02,1500.0,,
3131,BIL249751537,6,0,2024-08-02,1500.0,,
3132,BIL249751537,7,0,2024-08-02,1500.0,,
3133,BIL249751537,8,0,2024-08-04,1500.0,,
3134,BIL249751537,9,0,2024-08-05,1500.0,,
3135,BIL249751537,10,0,2024-08-08,1500.0,,
3136,BIL249751537,11,0,2024-08-09,1500.0,,
3137,BIL249751537,12,0,2024-08-09,1500.0,,
3138,BIL249751537,13,0,2024-08-10,1500.0,,
3139,BIL249751537,14,0,2024-08-12,1500.0,,
3140,BIL249751537,15,0,2024-08-13,1500.0,,
3141,BIL249751537,16,0,2024-08-13,1500.0,,
3142,BIL249751537,17,0,2024-08-13,1500.0,,
3143,BIL249751537,18,0,2024-08-13,1500.0,,
3144,BIL249751537,19,0,2024-08-14,1500.0,,
3145,BIL249751537,20,0,2024-08-15,1500.0,,
3146,BIL249751537,21,0,2024-08-15,1500.0,,
3147,BIL249751537,22,0,2024-08-16,500.0,,
3148,BIL248601540,1,0,2024-07-29,1500.0,,
3149,BIL248601540,2,0,2024-07-31,1500.0,,
3150,BIL248601540,3,0,2024-08-01,1500.0,,
3151,BIL248601540,4,0,2024-08-01,1500.0,,
3152,BIL248601540,5,0,2024-08-01,1500.0,,
3153,BIL248601540,6,0,2024-08-02,1500.0,,
3154,BIL248601540,7,0,2024-08-04,1500.0,,
3155,BIL248601540,8,0,2024-08-04,1500.0,,
3156,BIL248601540,9,0,2024-08-04,1500.0,,
3157,BIL248601540,10,0,2024-08-04,1500.0,,
3158,BIL248601540,11,0,2024-08-05,1500.0,,
3159,BIL248601540,12,0,2024-08-06,1500.0,,
3160,BIL248601540,13,0,2024-08-08,1500.0,,
3161,BIL248601540,14,0,2024-08-09,1500.0,,
3162,BIL248601540,15,0,2024-08-11,1500.0,,
3163,BIL248601540,16,0,2024-08-12,1500.0,,
3164,BIL248601540,17,0,2024-08-13,1000.0,,
3165,BIL248601539,1,0,2024-07-29,1500.0,,
3166,BIL248601539,2,0,2024-07-30,1500.0,,
3167,BIL248601539,3,0,2024-07-30,1500.0,,
3168,BIL248601539,4,0,2024-08-01,1500.0,,
3169,BIL248601539,5,0,2024-08-01,1500.0,,
3170,BIL248601539,6,0,2024-08-02,1500.0,,
3171,BIL248601539,7,0,2024-08-03,1500.0,,
3172,BIL248601539,8,0,2024-08-03,1500.0,,
3173,BIL248601539,9,0,2024-08-05,1500.0,,
3174,BIL248601539,10,0,2024-08-08,1500.0,,
3175,BIL248601539,11,0,2024-08-08,1500.0,,
3176,BIL248601539,12,0,2024-08-08,1500.0,,
3177,BIL248601539,13,0,2024-08-10,1500.0,,
3178,BIL248601539,14,0,2024-08-10,1500.0,,
3179,BIL248601539,15,0,2024-08-11,1500.0,,
3180,BIL248601539,16,0,2024-08-11,1500.0,,
3181,BIL248601539,17,0,2024-08-12,1500.0,,
3182,BIL248601539,18,0,2024-08-14,1500.0,,
3183,BIL248601539,19,0,2024-08-14,1500.0,,
3184,BIL248601539,20,0,2024-08-16,1500.0,,
3185,BIL248601539,21,0,2024-08-17,1500.0,,
3186,BIL248601539,22,0,2024-08-19,1500.0,,
3187,BIL248601539,23,0,2024-08-19,1500.0,,
3188,BIL248601539,24,0,2024-08-19,0.0,,
3189,VIL240621538,1,0,2024-07-29,1500.0,,
3190,VIL240621538,2,0,2024-07-29,1500.0,,
3191,VIL240621538,3,0,2024-07-29,1500.0,,
3192,VIL240621538,4,0,2024-07-29,1500.0,,
3193,VIL240621538,5,0,2024-07-29,1500.0,,
3194,VIL240621538,6,0,2024-07-30,1500.0,,
3195,VIL240621538,7,0,2024-07-30,1500.0,,
3196,VIL240621538,8,0,2024-07-30,1500.0,,
3197,VIL240621538,9,0,2024-07-30,1500.0,,
3198,VIL240621538,10,0,2024-07-30,1500.0,,
3199,VIL240621538,11,0,2024-07-31,1500.0,,
3200,VIL240621538,12,0,2024-08-03,1500.0,,
3201,VIL240621538,13,0,2024-08-05,1500.0,,
3202,VIL240621538,14,0,2024-08-05,1500.0,,
3203,VIL240621538,15,0,2024-08-06,1500.0,,
3204,VIL240621538,16,0,2024-08-06,1500.0,,
3205,VIL240621538,17,0,2024-08-08,1500.0,,
3206,VIL240621538,18,0,2024-08-09,1500.0,,
3207,VIL240621538,19,0,2024-08-09,1500.0,,
3208,VIL240621538,20,0,2024-08-10,1500.0,,
3209,VIL240621538,21,0,2024-08-12,1500.0,,
3210,VIL240621538,22,0,2024-08-12,1500.0,,
3211,VIL240621538,23,0,2024-08-13,1500.0,,
3212,VIL240621538,24,0,2024-08-13,1500.0,,
3213,VIL240621538,25,0,2024-08-15,1500.0,,
3214,VIL240621538,26,0,2024-08-15,1500.0,,
3215,VIL240621538,27,0,2024-08-15,1000.0,,
3216,BIL248961536,1,0,2024-07-26,1500.0,,
3217,BIL248961536,2,0,2024-07-27,1500.0,,
3218,BIL248961536,3,0,2024-07-27,1500.0,,
3219,BIL248961536,4,0,2024-07-27,1500.0,,
3220,BIL248961536,5,0,2024-07-29,1500.0,,
3221,BIL248961536,6,0,2024-07-29,1500.0,,
3222,BIL248961536,7,0,2024-07-30,1500.0,,
3223,BIL248961536,8,0,2024-08-02,1500.0,,
3224,BIL248961536,9,0,2024-08-03,1500.0,,
3225,BIL248961536,10,0,2024-08-03,1500.0,,
3226,BIL248961536,11,0,2024-08-05,1500.0,,
3227,BIL248961536,12,0,2024-08-06,1500.0,,
3228,BIL248961536,13,0,2024-08-07,1500.0,,
3229,BIL248961536,14,0,2024-08-08,1500.0,,
3230,BIL248961536,15,0,2024-08-10,1500.0,,
3231,BIL248961536,16,0,2024-08-10,1500.0,,
3232,BIL248961536,17,0,2024-08-11,1500.0,,
3233,BIL248961536,18,0,2024-08-11,1500.0,,
3234,BIL248961536,19,0,2024-08-13,1500.0,,
3235,BIL248961536,20,0,2024-08-14,1500.0,,
3236,BIL248961536,21,0,2024-08-14,1500.0,,
3237,BIL248961536,22,0,2024-08-15,1500.0,,
3238,BIL248961536,23,0,2024-08-15,1500.0,,
3239,BIL248961536,24,0,2024-08-15,1500.0,,
3240,BIL248961536,25,0,2024-08-17,1500.0,,
3241,BIL248961536,26,0,2024-08-17,1500.0,,
3242,BIL248961536,27,0,2024-08-17,1000.0,,
3243,BIL248961535,1,0,2024-07-26,1500.0,,
3244,BIL248961535,2,0,2024-07-27,1500.0,,
3245,BIL248961535,3,0,2024-07-27,1500.0,,
3246,BIL248961535,4,0,2024-07-29,1500.0,,
3247,BIL248961535,5,0,2024-07-29,1500.0,,
3248,BIL248961535,6,0,2024-07-29,1500.0,,
3249,BIL248961535,7,0,2024-07-29,1500.0,,
3250,BIL248961535,8,0,2024-07-29,1500.0,,
3251,BIL248961535,9,0,2024-07-30,1500.0,,
3252,BIL248961535,10,0,2024-07-30,1500.0,,
3253,BIL248961535,11,0,2024-07-30,1500.0,,
3254,BIL248961535,12,0,2024-07-30,1500.0,,
3255,BIL248961535,13,0,2024-08-01,1500.0,,
3256,BIL248961535,14,0,2024-08-04,1500.0,,
3257,BIL248961535,15,0,2024-08-04,1500.0,,
3258,BIL248961535,16,0,2024-08-05,1500.0,,
3259,BIL248961535,17,0,2024-08-06,1500.0,,
3260,BIL248961535,18,0,2024-08-06,1500.0,,
3261,BIL248961535,19,0,2024-08-07,1500.0,,
3262,BIL248961535,20,0,2024-08-09,1500.0,,
3263,BIL248961535,21,0,2024-08-09,1500.0,,
3264,BIL248961535,22,0,2024-08-09,1500.0,,
3265,BIL248961535,23,0,2024-08-11,1500.0,,
3266,BIL248961535,24,0,2024-08-13,1500.0,,
3267,BIL248961535,25,0,2024-08-15,1500.0,,
3268,BIL248961535,26,0,2024-08-15,1500.0,,
3269,BIL248961535,27,0,2024-08-15,1000.0,,
3270,BIL248961534,1,0,2024-07-26,1500.0,,
3271,BIL248961534,2,0,2024-07-26,1500.0,,
3272,BIL248961534,3,0,2024-07-29,1500.0,,
3273,BIL248961534,4,0,2024-07-30,1500.0,,
3274,BIL248961534,5,0,2024-07-30,1500.0,,
3275,BIL248961534,6,0,2024-07-31,1500.0,,
3276,BIL248961534,7,0,2024-07-31,1500.0,,
3277,BIL248961534,8,0,2024-07-31,1500.0,,
3278,BIL248961534,9,0,2024-07-31,1500.0,,
3279,BIL248961534,10,0,2024-08-01,1500.0,,
3280,BIL248961534,11,0,2024-08-02,1500.0,,
3281,BIL248961534,12,0,2024-08-04,1500.0,,
3282,BIL248961534,13,0,2024-08-04,1500.0,,
3283,BIL248961534,14,0,2024-08-04,1500.0,,
3284,BIL248961534,15,0,2024-08-04,1500.0,,
3285,BIL248961534,16,0,2024-08-04,1500.0,,
3286,BIL248961534,17,0,2024-08-04,1500.0,,
3287,BIL248961534,18,0,2024-08-07,1500.0,,
3288,BIL248961534,19,0,2024-08-08,1500.0,,
3289,BIL248961534,20,0,2024-08-08,1500.0,,
3290,BIL248961534,21,0,2024-08-09,1500.0,,
3291,BIL248961534,22,0,2024-08-10,1500.0,,
3292,BIL248961534,23,0,2024-08-13,1500.0,,
3293,BIL248961534,24,0,2024-08-13,1500.0,,
3294,BIL248961534,25,0,2024-08-14,1500.0,,
3295,BIL248961534,26,0,2024-08-14,1500.0,,
3296,BIL248961534,27,0,2024-08-16,1000.0,,
3297,BIL249221532,1,0,2024-07-25,1500.0,,
3298,BIL249221532,2,0,2024-07-25,1500.0,,
3299,BIL249221532,3,0,2024-07-25,1500.0,,
3300,BIL249221532,4,0,2024-07-27,1500.0,,
